majorAlleleFrequency	pValueASE	pValueHeterogeneity	geneID
0.704701765216333	0.04706	0.6271	Ebpl
0.857142857142857	0.12606	NA	ABI3BP
0.571428571428572	0.79095	NA	Cybb
1	0	NA	Dynlt1
0.774974895646349	2e-05	9e-05	EPHX2
0.94720437198872	0	0.07384	SHROOM2
0.834636076938999	0	0.0069	ZNF850
0.999981386229853	0	0.91308	MFSD6
0.999428518175252	1e-05	0.86793	NAB1
0.999997316340111	0	0.9894	sh3bp4a
1	0	NA	AOX1
0.999444938119857	0	0.719	VWDE
0.934393127021947	0	0.00138	Kynu
0.735336930647736	0	6e-05	COL18A1
0.580645161290323	0.47403	NA	plcxd1
0.595959622234024	0.26786	0.21106	MBD5
0.526285989836732	0.95974	0.9998	ORC4
0.841719922950189	0	9e-05	slc38a2
0.5	1	NA	spty2d1
1	0.0317	NA	Sgms2
0.923076923076923	0.00327	NA	Slc9a3r2
0.583333333333333	0.77583	NA	retsat
0.625	0.21429	NA	Pdgfrl
0.762376237623762	0	NA	Dctn4
0.876824099019427	0	6e-05	SYNPO
0.618509825530395	0.53936	0.86066	SH3TC2
0.999999999999657	0	1	RWDD4
0.776699029126214	0	NA	TXLNB
0.999125536225727	0.49887	1	HIVEP2
0.728395061728395	6e-05	NA	PEX3
0.833333333333333	0.03845	NA	Pak4
0.704293535772047	0	0	Ubr7
0.504201680672266	1	NA	TMEM251
0.611140875652277	0.00363	0.00059	btbd6
0.587842520394868	0.41452	0.57342	Brf1
0.613859822221472	0.76924	0.73492	XRCC3
0.666114295531298	0.42964	0.51972	CNKSR3
1	2e-05	NA	RNASEH1
0.674033149171271	0	NA	CPSF3
0.863257120714377	0	0.00033	kidins220b
0.794697296879246	0	0	mical3a
0.75100125163224	0	0.26553	Rars
0.977834604133791	0	0	wwc1
1	0.00385	NA	GRK6
0.890294181186784	0	1e-05	Dbn1
0.800683419900359	0	0.44171	Arid5b
0.6	1	NA	Hk3
0.578271135352905	0.28008	0.54734	UIMC1
0.83068821634588	0.20886	0.724	ST6GAL1
0.92147637781869	0	0.06819	Pom121
0.999963309285334	0	0.71224	Gemin5
0.878492006869683	0	0.00011	Smg6
0.714285714285714	0.07776	NA	ovca2
0.675361689418681	0.23653	0.56998	Vwa7
1	0	NA	uspl1
0.999999897299009	2e-05	1	FRY
1	0	NA	Pds5b
0.999986614439014	2e-05	0.92193	STARD13
1	0	NA	EXOSC8
1	0.2512	NA	TRIM3
1	0.24904	NA	Dchs1
0.9	0.02168	NA	SYNJ1
0.875	0.07011	NA	Eva1c
0.612903225806452	0.09871	NA	cfap298
0.834818685206109	0	0	SCAF4
1	0	1	Tiam1
1	0.00013	NA	ILK
0.839471710477843	0	0.10462	PAXBP1
0.88948357471297	0	0.00025	LTN1
0.832471729115617	0.00116	0.0056	HEPHL1
0.966805473540868	0	0.03826	TMEM135
0.861256809736544	0	4e-05	nle1
1	0.12622	NA	Inpp5j
1	0	NA	aldoc
0.91938585164158	0	0.09759	SLC25A1
0.792926597077528	0	0.07806	ANGPTL5
1	0	1	ARHGAP42
0.737353364445329	0	0	BUD13
0.899237469652132	0	0.00044	Pcnx3
0.598951039269768	0.00344	0.00053	DLAT
0.545316070058202	0.59235	0.3487	SLC22A6
0.684957747109403	0.16047	0.51267	Nrg2
0.530467561488737	0.73017	0.76045	Cxxc5
0.995796731243214	0	0.00239	Brd8
0.545284005515392	0.32428	0.35992	DNAJC18
1	0	NA	Sh2d4a
0.53932584269663	0.5241	NA	Sms
0.78933947569986	5e-05	0.00061	Phldb2
0.999350143439527	0	0.25123	amer2
0.739948638847218	0.00164	0.90387	Map7d2
0.965268883479205	0	0	PDHA1
0.619997171552398	0.31696	0.92151	ARHGAP31
0.896551724137931	0	NA	Kif20a
1	0	NA	spag7
0.837505074820198	0	0	mepce
0.680813388427845	1e-05	0	pak3
0.675635024158848	0	0.00034	Capn5
0.690140845070423	0.00186	NA	DCX
1	0.25129	1	IL13RA2
0.850759426366947	0	0	wdr44
1	0	NA	Dpf2
0.517241379310345	0.89672	NA	KAT5
0.796214287228004	9e-05	8e-04	HINFP
0.541794288148373	0.95	0.72683	DPAGT1
0.55148281608165	0.33265	0.07808	F11R
0.542857142857142	0.55133	NA	TAF6
0.55	0.51827	NA	MRPS31
1	0	NA	Cldn15
0.87516097883808	0.00109	0.87023	slc25a35
0.935206164652723	0	0	TM4SF1
1	0.06329	NA	slc12a9
0.65023531417529	0.30414	0.0632	Mink1
0.702605056165898	0	0.04882	gnb1
0.984462208105083	0	0.20694	PLD2
0.917198768092343	0	0	srrt
1	0	NA	CNKSR2
0.564944267607757	0	0	rrm1
1	0	NA	RB1
0.665747775688153	0.00015	0.49694	CCHCR1
0.888431717323564	0	0.47912	Stag2
0.656511332624557	0.22873	0.37969	myo1c
0.999852176382737	0	0.89126	MPZL2
0.584781638015628	0	0.99785	PPME1
0.631610655892035	0.08615	0.11918	ucp2
0.654327285101045	0.00026	0.11998	RAB6A
1	0	NA	Atrx
0.654199832663641	0.00029	0.00424	MMP13
1	7e-05	NA	TBC1D8B
0.568964491305675	3e-05	0.04216	SERPINH1
0.585203239422225	0.59847	0.20874	ACER3
0.52533271057158	0.48243	0.09385	acat1
0.666666666666667	0.68751	NA	bhlha9
0.577517760705962	0	0	HNRNPL
0.583611144219395	0.50183	0.86863	Akap10
0.947533313204145	0	4e-05	RPS6KA5
0.942930262258329	0	0.25083	STIP1
0.574540844902724	0.7816	0.70336	vps51
0.613374651127621	0.28968	0.16921	Frmd8
0.617353406909514	0.40995	0.9986	Tm7sf2
0.580402312701319	0.12121	0.31848	Esrrg
0.593886462882096	0.00594	NA	PRDX5
0.5	1	NA	Gng3
0.724514384133492	0.04815	0.55588	Tmlhe
0.926509186351706	0	NA	mpp1
0.577648529356249	0.1026	0.60438	Tmem88
0.999991462104321	0	0.36959	npm1
1	8e-05	NA	PCDHAC2
0.561812231585552	0.25933	0.3019	lhx1a
0.887728591906391	0	0.0268	VEZF1
1	0.06295	NA	KSR1
0.868686180356729	0	0	Ophn1
0.561696589628158	0.33725	0.54351	NF2
0.795733341706453	0	0	METTL27
0.610163672196147	0	0.00042	zgc:85789
0.669730500648006	0.5723	0.42141	Mfap3l
0.600626543229146	0	0	FAM114A2
0.547619047619047	0.32485	NA	Abr
0.547568326580196	0.56211	0.63917	Timm22
1	0	NA	eral1
0.974769171781853	0	0	GUSB
0.566158285281858	0.46112	1	MTMR4
1	0.01523	NA	Ca4
0.76453723711592	2e-05	0.00065	Slc23a1
0.893958435269077	0	0.12171	pwwp2a
0.961930632535012	0	0	TTC1
0.8	0.11015	NA	ADAMTS2
0.866134849979054	0	0	IK
0.612431287394228	0	0	Rps14
0.897435897435898	0	NA	Sra1
0.825	4e-05	NA	siah2l
0.951042165808763	0	0.21048	Slco2b1
0.974373080330056	0	0	SERPINF2
0.996389992014017	0	0.13876	SERPINF1
0.985521910863231	0	0.01604	FAM122A
0.629834254143646	0	NA	rnasekb
0.575918324771195	0.00227	0.01412	ncbp3
0.641390650283758	0.00102	0.01032	pgap2
0.615585458618912	0.82998	0.65502	Rhog
0.751167537733402	0.13167	0.06417	DSCAM
0.587155781891991	0.54029	0.5634	SLC37A4
0.528443983079246	0.84027	0.8248	Rps6kb1
0.681066786064152	0.02386	0.00403	rnft1
0.659657295805364	0	0	zgc:153454
0.576581751766321	0.07385	0.38722	INTS2
0.999999995623077	0	0.99739	cxadr
0.562302306564547	0.02842	0.00343	BTG3
0.844039880551431	2e-05	0.14299	Prdm15
0.970994278826404	1e-05	0.16025	ZBTB21
1	0	NA	C2CD2
0.928992072961565	0	0	mogat2-a
1	0	NA	THAP12
1	0	NA	Dhx33
0.762360255632577	0.00785	0.7291	Esam
0.507142857142859	0.93339	NA	RFC2
0.614074489365474	7e-04	0.04479	ercc5
0.63057860255925	0.05239	0.90927	trmt10c
0.632104501924891	0.0031	0.31428	BLZF1
0.507575757575759	0.93067	NA	MRPL16
0.833333333333333	0.00762	NA	Txnl4b
0.999998930323661	0	1	dusp27
0.769187502173081	4e-04	0.48447	ARHGAP24
0.999999771695119	0	0.91365	Mfn1
0.668335679300452	0.1258	0.30359	FBXO4
0.516129032258064	1	NA	si:dkey-46a10.3
1	0	NA	MAPRE3
0.523809523809524	1	NA	FTCDNL1
0.999992437073253	0	0.96751	SLC2A13
0.773308264748361	0	0	tubb
0.521575234353931	0	0	rps6
0.583333333333333	0.77365	NA	ACER2
0.686328915313373	0.03034	0.79046	fan1
0.767857142857143	6e-05	NA	PTPN1
0.521739130434781	0.88155	NA	FAM129A
0.665935426637533	0.72679	0.66388	MARVELD2
1	0.00022	NA	Znf319
1	0	NA	PLA2G15
0.721157233297044	0.00153	0.17472	DHX35
0.603506672513774	0	0.05086	cep131
0.619072482617375	0.00151	0.0844	si:dkeyp-13a3.3
0.888872693523794	0	1e-05	ASB7
0.522727272727272	0.88123	NA	dmtf1
1	0.50284	NA	mls
1	0.12512	NA	trim13
1	0	NA	SPRYD7
0.876302530630762	0.00676	0.06274	Btnl2
1	0.499	NA	GIMAP7
0.538224772763748	0.31293	0.52489	TXNRD3
1	0	NA	Brdt
0.818181818181818	7e-05	NA	DSCR3
0.615962954009972	0	0	Pgk1
0.615072809605199	0.56282	0.36627	kctd7
0.690094488973085	0.00925	0.20155	Nsd1
0.841685422806882	0	0	fgfr4
0.931899641577061	0	NA	CDKN2AIPNL
0.672751850024702	2e-05	0	RAPGEF6
0.636843774250916	0.07218	0.45334	ACSL6
0.83191471253181	0	0.15027	SLC22A5
1	3e-05	NA	Slc22a5
0.580645161290323	0.47446	NA	P4HA2
1	0.00752	NA	JAKMIP2
0.99999618551969	0	0.7175	dpysl3
0.529411764705883	0.86223	NA	SH3PXD2B
0.815361924192905	0	0.00679	SHROOM3
0.669277247179067	0.81357	0.75187	Sowaha
0.530032750476616	0.39681	0.30291	sept8a
0.999943033131904	0	0.68034	HSPA4
0.999922912591398	0	0.5902	RNF14
0.789473684210526	0.00035	NA	nr3c1
1	0	NA	yipf5
0.942547107922903	0	0	LARS
0.75	0.1462	NA	Cpeb4
1	0.0622	NA	RAB39B
0.998794672987965	0	0.16434	DPP3
0.916729687224993	0	0	Cd93
0.666666666666667	0.30039	NA	Ehbp1l1
1	0	NA	fam89a
0.894736842105263	0	NA	rnf145
0.782863635533284	0.0061	0.038	CREBRF
0.874801393098299	4e-05	0.08413	PCYOX1L
0.887502765334225	0	0.31207	Tcerg1l
1	0	NA	ASL
0.944092720944191	0	0	HNRNPAB
1	0	NA	LIG3
0.904761904761905	0.00023	NA	foxred1
1	0.00782	NA	Vps37b
0.542587535893916	0.96926	0.85609	FCHSD2
0.72463768115942	0.00019	NA	zbtb16a
0.884615384615385	0.00013	NA	Tbcel
1	1e-05	NA	SMTNL2
0.556782172257904	0.23901	0.30986	crk
0.818201234184082	0.00185	0.00016	CUL5
0.873492913789196	0	0	cldnd
0.809425291851119	0.01289	0.164	CLDN4
0.541861151655043	0.86143	0.60867	Cldn4
0.848933158495493	0	0.66067	Bicdl1
0.68004664567266	0	0	CCT6
0.51798522846175	0.98181	0.97407	SUMF2
0.822013953533198	0	0.00795	Sc5d
0.62030902820732	0.00022	5e-05	CHMP6
0.863157894736842	0	NA	spns1
1	0	NA	mapk14a
0.851441083450014	0.10019	0.02266	IL17RD
0.523809523809524	1	NA	Klf15
0.629722532955818	0.01384	0.00192	Chst11
1	0.00721	NA	Slc41a3
1	0.50114	NA	Plxna1
0.643654310423865	0.09108	0.11938	HDAC7
0.610335008370358	0.00031	0.02416	Ralgapb
0.704540310119364	0.0391	0.05717	TMCO4
0.545454545454545	0.83203	NA	VWA1
0.770168869287187	0	0	CSDE1
0.68844581732361	0.01101	0.3826	PTPN11
0.8	0.10862	NA	RNF223
0.600426892615059	0.02643	0	BRPF3
1	0	NA	trim33
1	0	NA	OTUD3
0.732859760450539	0	0.02463	Atp13a2
1	0	NA	ubiad1
0.936539243232689	0	0.06297	ARHGEF19
0.736842105263158	0.06293	NA	PLEKHM2
0.703703703703704	0.05296	NA	HSPB7
0.928917948703204	0	0	EPHA2
0.743977877668007	0.00052	0.00324	SPEN
0.804930963894461	0.05669	0.98689	tmem82
0.61135005170762	0.09323	0.73085	NADK
0.84078859197579	0	0.93683	mad2l2
0.63513613743715	0.01519	0.6241	Dffb
0.52	1	NA	si:ch211-147a11.3
0.750300232235147	1e-05	0.00131	SOGA1
1	0	NA	Lrrc47
0.828927457073277	0	0	rad54l2
0.546673179388563	0.83809	0.84611	TMEM115
0.628023291091034	0.00012	0.073	XPC
0.571428571428572	0.79085	NA	dalrd3
0.650871109491583	6e-05	0	Wdr6
0.606305109474715	0.51822	0.63874	Celsr3
0.734915459635251	0.01772	0.4643	Slc26a6
0.5	1	NA	MGLL
0.753828051479002	0.10474	0.38295	HYAL3
0.658647467522032	0.06735	0.55679	NAA80
0.543399770529549	0.26197	0.04154	PRKAR2A
1	0	NA	NSUN5
0.518072289156627	0.82631	NA	At1g06690
0.67977592406557	0	0.0084	MYBL2
0.557961452417862	0.03143	0	SRSF6
0.540237310113178	0.78774	0.43249	sgk1-a
0.691176470588235	0.00184	NA	VAPB
0.526762160294483	0.84395	0.82843	GNAS
0.999974727356181	0	0.71448	Mbd5
0.817908889664948	0	0	PLEKHG4B
0.68616802873597	0	0	Hes5
0.597851113418979	0.00041	0.1343	EMC1
0.63190944681177	0.06045	0.29712	yjhC
0.815827292919518	0.15472	0.40037	ERRFI1
0.558139534883721	0.0732	NA	Taf10
0.724389126948274	0.00312	0.00279	Arhgef16
0.532258064516129	0.53051	NA	RER1
0.543787975380762	0.83861	0.3641	TP73
0.66681193947348	0.13505	0.48723	WRAP73
1	0	NA	hsd17b12a
1	0	NA	ALKBH3
0.569498584090266	0.32707	0.1583	PRDM16
0.713975590033082	0	0.03765	Tmem51
0.993988941380171	0	0.00153	Prdm2
1	0.00019	NA	rimklb
0.844718483169358	0.00079	0.21328	Gpr157
0.71617267092987	0	0.52715	CA6
0.566071098788067	0.11639	0.33766	Noc2l
0.743918053406046	2e-05	0.83668	Samd11
0.5625	0.8024	NA	PLEKHN1
0.791388614106075	0.05881	0.18115	Klhl17
0.650944597896008	0.00341	0	tmem201
0.526301488515237	0.8448	0.15552	CLSTN1
0.656133492707468	7e-05	0.02556	NMNAT1
0.730769230769231	0.00138	NA	LZIC
0.605042016806723	0.02756	NA	PGD
1	0	NA	Casz1
0.999999850202953	0	0.89474	EXOSC10
0.692187498165979	0.0464	0.78664	Dffa
0.677424411079077	0	0	CHL1
0.702639417320632	0.00017	1e-05	Phactr3
0.621369504462102	0.57458	0.58542	PPP1R3D
0.631578947368421	0.01284	NA	PIGT
0.823529411764706	0.00042	1	WFDC5
0.63186342682636	0.46074	0.54513	CCDC30
0.999910209820406	0	0.95453	sort1
0.884615384615385	1e-04	NA	Slc16a4
0.8	0.11244	NA	dclre1b
1	0.12306	NA	FANCE
1	0	NA	PPARD
0.999997632580852	0	0.81834	PFKM
1	9e-04	NA	Dtx3
0.736	0	NA	Idh3g
0.64716680904045	0	0.08801	HUWE1
0.67741935483871	9e-05	NA	Acvr1b
0.844827586206897	0	NA	WDR13
0.889150154130312	0	0.34507	lmbr1l
0.529339583411311	1	0.85408	gpr173
0.707069978600684	1e-05	0.10654	SEMA3F
0.971024917971088	0	2e-05	PPP1R3A
0.871090958113619	9e-05	0.75403	APEX2
0.765625	0	NA	TSPYL1
0.766080782442148	0	0.02152	SLC38A3
0.571428571428572	1	NA	WAS
1	0	NA	BICD2
1	0	NA	Nt5dc2
0.745098039215686	0.00064	NA	MXRA8
0.523914188386014	0.41219	0.96613	Cdc42
0.61400965848973	0.20634	0.10517	pm20d1.2
0.6	0.75318	NA	Tmpo
0.5	1	NA	Chia
0.714285714285714	0.03496	NA	lmod3
0.535677620181284	0.75333	0.77419	foxp1b
0.68613610188448	0.122	0.64221	Mitf
0.569692800063704	0.39901	0.58822	PPP4R2
0.588593727187215	0.55959	0.52	Oard1
0.99999972713223	0	0.87885	zgc:101577
1	0.06312	1	UHRF1BP1
0.71820087980035	0.68919	0.50274	SARG
0.582056794514823	0.01072	0.06097	AAAS
0.616846156884108	0	0	Pcbp2
0.75	0.2901	NA	ADCY6
0.686046511627907	0.00069	NA	g6pd
0.999999999486185	0	0.95682	Aars
0.9	0.02202	NA	FBLN2
0.8	0.37443	NA	SYN2
0.542857142857143	0.73633	NA	DUSP7
0.695555412167297	0	0	TAF4
0.987487817452468	0	0.0019	Dido1
0.615605145348844	0	0	COL9A3
0.605570560330145	0.00052	0.15346	ZMYND8
1	0	NA	PTGES3
1	0	NA	PRIM1
1	0	NA	Creld1
0.999999999912768	0	1	CERS5
0.999853956386336	6e-05	0.96553	trha
0.548348776147354	0.92217	0.75503	SLMAP
0.986486486486487	0	NA	QRICH1
1	0	NA	Ogg1
1	5e-05	NA	NR2C2
0.799571889431286	0	0.00064	Abtb1
0.864864864864865	1e-05	NA	krt8
1	0	NA	SLC6A6
0.571182347628484	0.58937	0.32939	DCAF1
0.712908568314646	0	0.01079	Fam208a
0.863636363636364	0	NA	YTHDF1
0.719863794176517	0.08599	0.1024	ZBTB46
0.569963556984313	0.31681	0.38943	EMILIN3
0.672131147540984	0.01015	NA	Plcg1
0.64163465174507	2e-05	0.05832	ZHX3
0.752627677966426	0	0	TOP1
0.857142857142857	0.01323	NA	GGT7
1	2e-05	1	P4HTM
0.707070707070707	4e-05	NA	SLC6A8
0.82742726159588	0	0	ddx20
0.523066953324108	0.9622	0.82076	CDK17
0.71854801503387	0.00234	0.0012	Cttnbp2nl
0.517123287671233	0.59873	NA	CAPZA1
1	0	NA	TKT
0.714665488113643	7e-05	0	RBM10
0.859310640136859	0	0	Cd9
0.666613783964588	0.82482	0.82289	ntf7
0.684134028098673	0	0	TEAD3
0.620637665966717	0.51735	0.67974	PKP1
0.56665118223095	0.05184	0.03913	TNNT2
0.999647865307976	0.06217	0.8093	ZBED4
1	0.00025	NA	CSAD
0.531415313351464	0.8428	0.6888	SENP1
0.576568807998317	0.2092	0.25725	RBMS2
0.718029712938769	0	0	LRP1
0.58830905424657	0.11904	0.12244	fmnl3
0.738058998049337	0	0	HSPG2
0.7	0.34194	NA	MAGI3
0.526315789473684	1	NA	RSBN1
0.786799671056573	0.01743	0.15886	Ptpn12
0.595123263660472	0.24959	0.60239	CD46
0.658200734746039	0.1281	0.00269	PLXNA2
0.732945102918149	0	0	itga5
0.840058416157632	0.02247	0.53603	Rapgef3
1	0	NA	tfcp2
0.616695882817813	0.33192	0.95496	Bin2
0.522788203753351	0.41137	NA	cs
0.761904761904762	0.0261	NA	DGKA
0.511844510478914	0.99597	0.95669	rnf41
0.577017866457494	0.37228	0.58586	coq10b-a
1	0.00103	1	letmd1
1	0	NA	PAN2
0.638964662181088	0.00911	0.59174	Spats2
1	2e-05	NA	nemp1
0.889764946030811	0.00015	0.00039	Fam120c
0.532013488837659	0.07458	0.61785	HSD17B10
0.518530397540566	0.81943	0.56154	LIMA1
0.625	0.31049	NA	GPR182
0.925770536628445	0.4392	0.37689	Agap2
0.666666666666667	0.6897	NA	MARCH9
0.923341438588576	0	0.01789	NCKAP5L
0.774193548387097	0.00335	NA	ORC3
0.985013873283864	0.00022	0.33868	Tmem62
0.7146704892571	0.71791	0.96903	PHF24
0.824687121258004	0.12468	0.22862	MUSK
1	0	NA	IL11RA
0.836485631496082	0	8e-05	tmem267
0.633805159121502	0.47326	0.06947	GIMAP8
0.815789473684211	9e-05	NA	polr3c
0.558155018043818	0.72744	0.79701	Rnf115
0.999823613881622	0	0.35567	zfr
0.999999961507169	0	0.95956	FAM151B
0.697384645348059	0	0.54375	HMGCR
0.999998089943166	0	0.91979	ppp1cc
1	0.00728	NA	CUX2
0.706964868361034	2e-05	0.2058	MTMR3
0.959733552863911	0	0	GCN1
0.705467890819686	1e-05	0.00027	hyou1
0.62423886708748	0	0.03373	hsc70
0.625	0.72604	NA	B3galt2
0.625747226466966	0.0748	0.43717	SPATA5L1
0.745808537822643	0.00857	0.28708	ZFYVE27
0.666666666666667	0.15016	NA	ZNF285
0.999338624338624	0	NA	MDH2
1	0	NA	washc5
0.986543887312107	0	0.24798	FAM84B
1	0	NA	Trmt11
0.751318198399416	5e-05	0.00327	Trak1
0.6	0.75251	NA	SCX
1	0	NA	hamp
1	0	NA	tmem147
1	0	NA	anks1b
0.550933191896806	0.25045	0.59346	CKAP4
0.841895719671154	0	0	Arfgap3
0.690913309562033	0	0.08069	IKBIP
0.570942518123547	0.08897	0.15805	Pacsin2
0.860160706925814	0	0	ZNF271
0.666666666666667	1	NA	TTLL1
1	0.06327	NA	EPYC
0.569252805270836	0.00709	0.24234	DCN
1	0.031	NA	kera
0.593940275281199	1	0.87479	Prrt4
0.543544471542908	0.0107	0.77812	impdh1b
0.894736842105263	0.00079	NA	TSPAN11
0.692492867322739	0.471	0.97844	Parp11
0.629454022250313	0.0099	0.74155	ST8SIA1
0.804347826086956	3e-05	NA	RASSF8
0.691524756762473	0.00228	0.01533	ZSCAN29
0.61697226948966	0.05574	0.71626	PTPN12
0.862674869230971	0	0	PHTF2
0.84710750666353	0	0	Adipor2
1	6e-05	NA	WNK1
0.742246144524504	0.12121	0.3449	ZNF583
0.861197414047971	0	0	nrf1
1	0	NA	copg2
0.657755158971025	5e-05	0.15651	ZNF800
0.625810032110192	0.75822	0.56453	ATXN7L1
1	0	NA	SYPL1
0.851851851851852	0.00039	NA	pus7l
0.727225720053281	0.34381	0.50327	RAB19
0.629642773254271	0.01673	0.55378	zcrb1
0.646111599949889	0.33556	0.16675	PDZRN4
0.748212211994165	1e-05	0	PNPLA8
0.564754481217439	0.88494	0.2031	THAP5
0.543889116088743	0.1763	0.02979	AKR1B10
0.793202225320899	0.0037	0.61991	DNAJB9
0.544935112619429	1	0.90181	MDFIC
0.644491622697352	0.10316	0.20363	tmem168a
0.527983946580234	0.50011	0.75334	IFRD1
0.698496581742676	0.00882	0.76665	Dock4
0.582996005460434	1	1	LRRN3
0.681525050498079	0	0.0097	dnm1l
0.868701001353635	0	0	Cald1
0.614598772074193	0.2266	0.24391	PRDM4
0.755012934680225	0.16583	0.33215	STRIP1
0.581834546616772	0.08146	0.08274	Tmem209
0.551759806553355	0.47765	0.53179	AHCYL2
0.658170670933118	0.04295	0.22173	Sapcd1
0.540974578713122	0.77888	0.66441	SLC37A3
0.554550663785483	0.73826	0.83734	CDKN1B
0.669094294175471	0.07879	0.31919	ppara
0.620918683722632	0.02203	0.00532	CDPF1
0.617961019956877	0	0	KDM5A
0.655316977681532	0	0	usp15
0.832811257065208	2e-05	0	Alg12
0.999999997740542	0	0.87745	creld2
0.54204724603686	0.85456	0.98681	Alg10b
0.734266489810524	0	0	KIF21A
0.668989948820033	0	0	SOX5
0.5	1	NA	Slc26a5
0.778625954198473	0	NA	dnajc2
1	0	NA	PMPCB
0.7	0.0435	NA	ric3
0.583333333333333	0.54232	NA	ZNF470
0.820694290336633	0.00203	0.75453	ZNF569
0.647296662448879	0.72552	0.98914	ZNF333
0.816134674551557	0	0	Krr1
0.69921818210236	0	0.27789	SCAF11
0.576836409853179	0	0.00118	ANGPT4
0.999999268240187	0	0.94183	Zfp27
0.658420853928016	0	0.00037	osgep
1	0	NA	apex1
0.999999983802207	0	1	GAS2L3
0.615384615384615	0.32581	NA	Tm7sf3
0.906738162243526	0.00514	0.13781	Stk38l
0.999821729420809	1e-05	0.62384	PTPRZ1
0.642857142857143	0.42189	NA	Ntf3
0.928571428571429	0	1	PFKFB3
0.904266469142949	0	0	cdc123
0.950984721188813	0	0.00455	optn
0.555964299546892	1	0.83332	PLXNC1
0.64	0.22835	NA	Hcfc2
0.8	7e-05	NA	cep83
0.657894736842105	0.07194	NA	DYRK2
0.666666666666667	0.68681	NA	MDM1
0.629498611846083	0.54003	0.69204	SHANK3
0.954129029693059	0	0.35402	CNOT2
0.999174941807401	0.00191	1	Trim41
0.999999963652039	0	0.98198	TBK1
0.876190476190476	0	NA	TNPO3
0.894230769230769	0	NA	LTA4H
0.9375	0.00055	NA	Irf5
0.626332165321341	8e-04	0.00375	PPP6R2
0.634242344222589	0.28981	0.05641	large1
0.999340831866702	0	0.99901	Il17ra
1	0	NA	DERA
1	0.00027	NA	SYP
0.681587760325201	0	0.0644	NMRK2
1	0	NA	RNLS
1	1	1	Atp1b2
0.698538182412155	0.20527	0.80938	rasgrp2-b
1	0	NA	epd2
1	0	NA	NDUFS2
0.992307692307692	0	NA	Fxr1
0.591304347826087	0.00014	NA	RBM4B
1	0	NA	Mrpl48
0.923076923076923	0	NA	Acox3
1	0.001	NA	MTMR1
0.799537238355445	0	0.20797	znf16l
1	0	NA	Senp3
1	0	NA	Taf6l
0.714285714285714	0.01683	NA	PYGM
0.799212661059265	0	0	Cd68
0.999971428747406	0	0.8311	Atp2a2
0.99999999703499	0	1	hdac8
0.620658876061924	1e-05	0.04758	GANAB
0.647479606550004	0.02986	0.18469	Ints5
0.683163851288707	0	0	EHD1
1	0	NA	ZEB2
0.750648607683654	1e-05	0.19574	MYRIP
0.640352595407206	0.18964	0.54871	atp1b3
0.695987559394847	9e-05	0.38838	ZNF665
0.740052037880022	0	0	atg16
0.554838709677419	0.19916	NA	eif2a
0.521794871794872	0.08872	NA	Serp1
0.7805214370991	0.00174	1	Polr2d
0.656819137462446	0.05935	0.18326	ZNF479
0.517418010513629	0.84622	0.5277	CHP2
0.558430843160203	1e-05	0.12531	supt5h
0.559322033898305	0.43375	NA	TRIAP1
0.651797703277535	0.23838	0.06979	Plekhg3
0.852280330822619	0	0	SHKBP1
0.999999344885387	0.00056	1	LTBP2
0.966401819297344	0	0.00066	ACAP2
0.687043324504034	0	0	Iws1
1	0	NA	Il1rap
0.644140692521487	0.42505	0.38373	EXOC3L2
0.781535706478439	0	0.73399	ECE2
1	0.50052	NA	ATG16L2
0.873181305529423	0	0.74086	Tmem87b
0.875	0	NA	LRCH3
0.853548661798383	0	0.19554	Abcf3
0.800681175881025	0	1e-05	Rnpepl1
0.795649448436615	0	0.00188	rnf169
0.931976241960298	0	0.11332	TBX4
0.714285714285714	0.45447	NA	BRIP1
0.745269542528617	0	0	PPM1D
0.597771399201858	0.06263	0.0073	Zc3h4
1	0.00095	NA	rsph1
0.982415487286008	0	0.12799	ZNF160
1	0	NA	Sertad2
1	0	NA	BLVRB
0.770043862695976	0.05608	0.30262	AHNAK
0.5862443369752	0.14076	0.60617	pld3
0.881837037280676	0	0.4027	RHBDD1
1	0	NA	THAP8
0.999999988128453	0	0.90012	sbds
0.5	1	NA	CYP2A10
0.917189897677053	0	0	HNRNPUL1
0.613636363636364	0.17318	NA	Ppp1r13l
0.942448622824353	0	0	INTS4
0.843248238419776	0	NA	rps3
0.681318681318681	0.00079	NA	aamdc
1	0	NA	Pak1
0.999795146364412	0	0.49448	CAPN5
1	0	NA	Bicra
1	0.00103	NA	B3GNT2
1	0	NA	PSMD8
0.99999999999484	0	0.94486	Napa
0.861988264750856	0	0.13098	St14
0.843308240209555	0	1e-05	ST14
0.943751582009797	0	0	Cdon
0.535460992907801	0.25804	NA	DDX6
0.9	0.00034	NA	NARS2
0.663474036981565	0.01048	0.01888	tenm4
0.90829759968327	0	0.2832	Rab30
0.99999999988456	0	1	FNDC3A
0.671904292354685	0.00492	0	Rcbtb2
0.641263489015036	0.09064	0.04832	NEK3
0.699973629044985	0	5e-05	COG6
0.628571428571429	0.17556	NA	SLC7A1
0.982877950783646	0	0.15003	BACH1
0.855879541346024	0.00294	0.86248	TIAM1
1	0.06438	NA	Cldn8
0.637663586894502	0.00119	0	URB1
0.65	0.26292	NA	ARFIP2
0.582828867833094	0.3713	0.59162	FHDC1
0.623160712766356	0.11226	0.00434	FREM2
